text,emotions,emotion_encoded,cleaned_text
i am not monitoring what i have to say about anything if you ever come across any of my blogs and feel offended please dont stop by here again,anger,0,monitoring say anything ever come across blogs feel offended please dont stop
i feel like that s so weird that i had cancer that one time,surprise,5,feel like weird cancer one time
i want to feel safe and well and that maybe just maybe theres a small chance my i can feel joy and my dreams can come true,joy,2,want feel safe well maybe maybe theres small chance feel joy dreams come true
im feeling cranky,anger,0,im feeling cranky
i also think it is puzzling that after this particular administrator has singled me out for praise on my ability to get my students to read that he feels that ssr time is not a productive use of class time,joy,2,also think puzzling particular administrator singled praise ability get students read feels ssr time productive use class time
i tried to fill it by befriending people that i knew were only using me but i didnt care because i needed to feel accepted even if it was by some complete loser,love,3,tried fill befriending people knew using didnt care needed feel accepted even complete loser
i feel stressed always,sadness,4,feel stressed always
i remember feeling another cramp but i also ignored it,sadness,4,remember feeling another cramp also ignored
i hope i feel mellow well fed well slept at peace with myself within this external world,joy,2,hope feel mellow well fed well slept peace within external world
i have also learned it takes a lot of effort and positive thinking for me not to break down in tears over feeling exhausted and guilty for not being a better mom,sadness,4,also learned takes lot effort positive thinking break tears feeling exhausted guilty better mom
im feeling awful because we hung out with my friend and her new baby the day before,sadness,4,im feeling awful hung friend new baby day
i feel very relaxed and fine,joy,2,feel relaxed fine
i feel the suffering and i really feel the pain,sadness,4,feel suffering really feel pain
i go to sleep i feel as if i m giving up precious time to do something else with my life,joy,2,go sleep feel giving precious time something else life
i feel like i ve been neglecting my beloved mom blog,joy,2,feel like neglecting beloved mom blog
i shalt say we did cos i din feel a thing when he wrote hw he is keen on xxx,joy,2,shalt say cos din feel thing wrote hw keen xxx
i just feel terrified like im on the edge of a precipice staring ahead,fear,1,feel terrified like im edge precipice staring ahead
i feel totally listless exams have come and gone and now i have a whole five or so months in front of me with no uni and free time,sadness,4,feel totally listless exams come gone whole five months front uni free time
i feel furious that right to life advocates can and do tell me how to live and die through lobbying and supporting those politicians sympathic to their views,anger,0,feel furious right life advocates tell live die lobbying supporting politicians sympathic views
